import_rank,pmid,metadata_retrieval_status,metadata_source,title,vernacular_title,abstract,all_authors,author_count,collective_authors,journal,journal_abbreviation,publication_date,publication_year,volume,issue,pages_or_elocation,doi,pmcid,other_article_ids,language,publication_types,mesh_terms,keywords,country,citation_status,has_abstract,explicit_pfild_title,explicit_ppf_title,explicit_pfild_anywhere,explicit_ppf_anywhere,non_ipf_context_flag,ipf_only_suspected_flag,machine_recall_priority,pubmed_url
536,37167144,complete,NCBI PubMed EFetch XML,Possibilities of non-invasive diagnosis of fibrotic phenotype of interstitial lung diseases.,"Прогрессирующий фиброз (ПФ) легких – важнейшая проблема в респираторной медицине. В настоящее время надежные биомаркеры для ранней диагностики ПФ легких отсутствуют, что приводит к несвоевременной диагностике. Цель работы. Определить роль сывороточных биомаркеров СА-19-9 и СА-125 и возможности капилляроскопии ногтевого валика в диагностике прогрессирующего легочного фиброза. Материалы и методы. В исследование включены 43 пациента с интерстициальными изменениями в легких. На основании наличия/отсутствия признаков прогрессирования за предшествующие 12 мес пациенты разделены на 2 группы. Всем пациентам выполнялись форсированная спирометрия, бодиплетизмография, диффузионный тест, компьютерная томография органов грудной клетки, ультразвуковое исследование легких, капилляроскопия ногтевого валика, исследование сывороточной концентрации СА-19-9 и СА-125. Результаты. В группе пациентов с прогрессирующим фибротическим фенотипом интерстициальных заболеваний легких (ИЗЛ) выявлены большая выраженность капилляроскопических изменений и более высокий уровень СА-19-9. Показана корреляция этих параметров с изменениями по данным компьютерной томографии органов грудной клетки (Warrick-тест) и ультразвукового исследования легких. Заключение. Полученные данные демонстрируют возможности неинвазивной диагностики ПФ-ИЗЛ и требуют дальнейших исследований и проспективного наблюдения для оценки диагностической и прогностической роли исследуемых биомаркеров, а также определения их места в клинической практике.","UNLABELLED: Progressive pulmonary fibrosis is a major problem in respiratory medicine. Currently, there are no reliable biomarkers for early diagnosis of progressive pulmonary fibrosis, which leads to delayed diagnosis.
AIM: To determine the role of serum biomarkers CA-19-9 and CA-125 and the possibilities of capillaroscopy of the nail fold in the diagnosis of progressive pulmonary fibrosis.
MATERIALS AND METHODS: The study included 43 patients with interstitial changes in the lungs. Based on the presence/absence of signs of progression over the previous 12 months, patients were divided into 2 groups. All patients underwent forced spirometry, body plethysmography, diffusion test, CT, lung ultrasound, capillaroscopy of the nail fold, study of serum concentrations of CA-19-9 and CA-125.
RESULTS: In the group of patients with a progressive fibrotic phenotype of Interstitial lung diseases, a greater severity of capillaroscopic changes and a higher level of CA-19-9 were revealed. Correlation of these parameters with changes according to CT scan data (Warrick test) and lung ultrasound was shown.
CONCLUSION: The data obtained demonstrate the possibilities of non-invasive diagnosis of progressive fibrosing interstitial lung diseases and require further research and prospective follow-up to assess the diagnostic and prognostic role of the studied biomarkers, as well as to determine their place in clinical practice.","Shchepikhin, E I; Shmelev, E I; Ergeshov, A E; Zaytseva, A S; Shergina, E A; Adamovskaya, E",6,,Terapevticheskii arkhiv,Ter Arkh,2023-04-26,2023,95,3,230-235,10.26442/00403660.2023.03.202073,,,eng,Journal Article,"Humans; Pulmonary Fibrosis / diagnostic imaging / pathology; Prospective Studies; Lung Diseases, Interstitial / diagnosis; Lung / diagnostic imaging / pathology; Phenotype; Biomarkers; Disease Progression; Idiopathic Pulmonary Fibrosis / diagnosis",COVID-19; interstitial lung disease; microcirculation; oncomarkers; pulmonary fibrosis,Russia (Federation),MEDLINE,True,False,False,True,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/37167144/
537,37164667,complete,NCBI PubMed EFetch XML,Desquamative Interstitial Pneumonia with Progressive Pulmonary Fibrosis.,,"A 70-year-old man who smoked was referred to our hospital because of progressive cough and dyspnea. Radiologic images showed ground-glass attenuation predominantly in the lower lung lobes. A surgical lung biopsy was performed, and a diagnosis of desquamative interstitial pneumonia (DIP) was made. The patient's symptoms improved with smoking cessation and steroid treatment, but the ground-glass attenuation did not completely resolve. At 10 years after the diagnosis, the fibrotic lesions deteriorated and treatment with nintedanib was subsequently initiated. Careful observation is needed in patients with DIP whose lung involvement does not completely improve with initial treatment.","Utsunomiya, Takuhide; Kinoshita, Yoshiaki; Yoshimura, Masayo; Koide, Yohei; Wada, Kenji; Ueda, Yusuke; Yoshida, Yuji; Kushima, Hisako; Nimura, Satoshi; Ishii, Hiroshi",10,,"Internal medicine (Tokyo, Japan)",Intern Med,2023-05-10,2023,63,1,107-111,10.2169/internalmedicine.1802-23,PMC10824656,,eng,Case Reports; Journal Article,"Male; Humans; Aged; Pulmonary Fibrosis / complications / diagnostic imaging; Lung Diseases, Interstitial / complications / diagnostic imaging; Lung / diagnostic imaging / pathology; Fibrosis; Cough / pathology",antifibrotics; desquamative interstitial pneumonia; nintedanib; progressive pulmonary fibrosis,Japan,MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/37164667/
538,37143232,complete,NCBI PubMed EFetch XML,Mediastinal lymph node enlargement predicts progressive pulmonary fibrosis.,,"OBJECTIVE: To determine whether mediastinal lymph node enlargement (MLNE) predicts progressive pulmonary fibrosis (PPF).METHODS: A total of 800 patients hospitalised for interstitial lung diseases (ILDs) were included in our study. The clinical presentations, radiographic features and laboratory findings of the patients were reviewed.RESULTS: MLNE was present in 313 (39.1%) ILD patients and were associated with higher total fibrosis score and risk of death than ILD patients without MLNE. The risk factors for PPF were age (OR 1.044, 95% CI 1.020-1.069; P < 0.001), the total extent of fibrosis (OR 1.396, 95% CI 1.116-1.746; P = 0.003) and MLNE (OR 2.130, 95% CI 1.362-3.332; P = 0.001) compared to non-PPF. Multivariable analysis showed that age, the lactate dehydrogenase level, MLNE, the total fibrosis score and pulmonary arterial systolic pressure were risk/prognostic factors for ILD patients. The model was robust in patients with idiopathic pulmonary fibrosis. However, the only risk/prognostic factor common to other ILD subgroups was the total fibrosis score.CONCLUSIONS: MLNE is associated with higher total fibrosis score and worse prognosis in ILD patients and could predict the occurrence of PPF. The only risk/prognostic factor applicable to all subgroups of ILDs is the total pulmonary fibrosis score.","Zhai, L-Y; Gong, H-H; Yu, W-C",3,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,Int J Tuberc Lung Dis,2023-05-01,2023,27,5,395-400,10.5588/ijtld.22.0604,,,eng,Journal Article,"Humans; Lung Diseases, Interstitial; Idiopathic Pulmonary Fibrosis / complications; Fibrosis; Prognosis; Lymphadenopathy; Lymph Nodes / diagnostic imaging; Disease Progression; Retrospective Studies",,France,MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/37143232/
539,37126595,complete,NCBI PubMed EFetch XML,Vascular Contribution to Lung Repair and Fibrosis.,,"Lungs are constantly exposed to environmental perturbations and therefore have remarkable capacity to regenerate in response to injury. Sustained lung injuries, aging, and increased genomic instability, however, make lungs particularly susceptible to disrepair and fibrosis. Pulmonary fibrosis constitutes a major cause of morbidity and is often relentlessly progressive, leading to death from respiratory failure. The pulmonary vasculature, which is critical for gas exchanges and plays a key role during lung development, repair, and regeneration, becomes aberrantly remodeled in patients with progressive pulmonary fibrosis. Although capillary rarefaction and increased vascular permeability are recognized as distinctive features of fibrotic lungs, the role of vasculature dysfunction in the pathogenesis of pulmonary fibrosis has only recently emerged as an important contributor to the progression of this disease. This review summarizes current findings related to lung vascular repair and regeneration and provides recent insights into the vascular abnormalities associated with the development of persistent lung fibrosis.","Caporarello, Nunzia; Ligresti, Giovanni",2,,American journal of respiratory cell and molecular biology,Am J Respir Cell Mol Biol,2023-08,2023,69,2,135-146,10.1165/rcmb.2022-0431TR,PMC10399144,,eng,"Review; Journal Article; Research Support, N.I.H., Extramural",Humans; Pulmonary Fibrosis / pathology; Lung / pathology; Fibrosis; Lung Injury / pathology; Respiratory Insufficiency; Idiopathic Pulmonary Fibrosis / pathology,endothelial heterogeneity; lung regeneration; lung repair; pulmonary fibrosis; pulmonary vasculature,England,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/37126595/
540,37095673,complete,NCBI PubMed EFetch XML,"Imaging of Pulmonary Fibrosis: An Update, From the AJR Special Series on Imaging of Fibrosis.",,"Pulmonary fibrosis is recognized as occurring in association with a wide and increasing array of conditions, and it presents with a spectrum of chest CT appearances. Idiopathic pulmonary fibrosis (IPF), which corresponds histologically with usual interstitial pneumonia and represents the most common idiopathic interstitial pneumonia, is a chronic progressive fibrotic interstitial lung disease (ILD) of unknown cause. Progressive pulmonary fibrosis (PPF) describes the radiologic development of pulmonary fibrosis in patients with ILD of a known or unknown cause other than IPF. The recognition of PPF impacts management of patients with ILD-for example, in guiding initiation of antifibrotic therapy. Interstitial lung abnormalities are an incidental CT finding in patients without suspected ILD and may represent an early intervenable form of pulmonary fibrosis. Traction bronchiectasis and/or bronchiolectasis, when detected in the setting of chronic fibrosis, is generally considered evidence of irreversible disease, and progression predicts worsening mortality risk. Awareness of the association between pulmonary fibrosis and connective tissue diseases, particularly rheumatoid arthritis, is increasing. This review provides an update on the imaging of pulmonary fibrosis, with attention given to recent advances in disease understanding with relevance to radiologic practice. The essential role of a multidisciplinary approach to clinical and radiologic data is highlighted.","Lee, Kyung Soo; Han, Joungho; Wada, Noriaki; Hata, Akinori; Lee, Ho Yun; Yi, ChinA; Hino, Takuya; Doyle, Tracy J; Franquet, Tomas; Hatabu, Hiroto",10,,AJR. American journal of roentgenology,AJR Am J Roentgenol,2023-04-12,2023,222,2,e2329119,10.2214/AJR.23.29119,,,eng,Journal Article; Review,"Humans; Lung Diseases, Interstitial / diagnostic imaging / complications; Fibrosis; Idiopathic Pulmonary Fibrosis / diagnostic imaging; Connective Tissue Diseases; Tomography, X-Ray Computed / methods",CT; interstitial lung abnormalities; interstitial lung disease; progressive pulmonary fibrosis; pulmonary fibrosis,United States,MEDLINE,True,False,False,True,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/37095673/
541,37072274,complete,NCBI PubMed EFetch XML,Current possibilities of histopathologic separation of idiopathic pulmonary fibrosis from fibrotic hypersensitivity pneumonitis. How to do it?,,"Histopathological pattern of progressive pulmonary fibrosis could be seen in many different fibrotic lung interstitial diseases. Exact diagnosis is crucial for precise therapy, moreover, different diseases have different prognosis. The most important disorders in this group are idiopatic pulmonary fibrosis and fibrotic hypersensitivity pneumonitis, and their separation is crucial because of totally different treatment of the patients. The aim of this review is to sum up the most important characteristics of usual interstitial pneumonia, histopathological pattern of idiopatic pulmonary fibrosis, and fibrotic hypersensitivity pneumonitis and provide a practical work-up for precise diagnostics of these diseases in the frame of effectively cooperating multidisciplinary team.","Matěj, Radoslav",1,,Ceskoslovenska patologie,Cesk Patol,2023,2023,59,1,10-17,,,pii:134047,eng,Review; Journal Article,"Humans; Idiopathic Pulmonary Fibrosis / diagnosis / etiology / pathology; Prognosis; Alveolitis, Extrinsic Allergic / diagnosis / complications / pathology; Lung / pathology",histopathology; hypersensitivity pneumonitis; idiopatic pulmonary fibrosis; interstitial,Czech Republic,MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/37072274/
542,37065010,complete,NCBI PubMed EFetch XML,Nintedanib for progressive fibrosing interstitial lung disease: how many meet criteria in a UK district general hospital systemic sclerosis cohort?,,,"Ho, Gen Nen; Douglas, Karen May Jane",2,,Rheumatology advances in practice,Rheumatol Adv Pract,2023-04-03,2023,7,2,rkad037,10.1093/rap/rkad037,PMC10097451,pii:rkad037,eng,Journal Article,,,England,PubMed-not-MEDLINE,False,True,False,True,False,False,False,high,https://pubmed.ncbi.nlm.nih.gov/37065010/
543,37055085,complete,NCBI PubMed EFetch XML,Idiopathic Pulmonary Fibrosis and Progressive Pulmonary Fibrosis.,,"Idiopathic pulmonary fibrosis (IPF), a common interstitial lung disease (ILD), is a chronic, progressive fibrosing interstitial pneumonia, with an unknown cause. IPF has been linked to several genetic and environmental risk factors. Disease progression is common and associated with worse outcomes. Management often encompasses pharmacotherapy, supportive interventions, addressing comorbidities when present, and treating hypoxia with ambulatory O2. Consideration for antifibrotic therapy and lung transplantation evaluation should occur early. Patients with ILD other than IPF, and who have radiological evidence of pulmonary fibrosis, may have progressive pulmonary fibrosis.","Strykowski, Rachel; Adegunsoye, Ayodeji",2,,Immunology and allergy clinics of North America,Immunol Allergy Clin North Am,2023-03-03,2023,43,2,209-228,10.1016/j.iac.2023.01.010,,pii:S0889-8561(23)00010-3,eng,"Journal Article; Review; Research Support, N.I.H., Extramural","Humans; Idiopathic Pulmonary Fibrosis / diagnosis / etiology / therapy; Lung Diseases, Interstitial / diagnosis / etiology / therapy; Disease Progression; Tomography, X-Ray Computed; Fibrosis",Diffuse parenchymal lung disease; Idiopathic pulmonary fibrosis; Interstitial lung disease; Progressive pulmonary fibrosis,United States,MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/37055085/
544,37031806,complete,NCBI PubMed EFetch XML,Comparison of the diagnostic criteria for progressive pulmonary fibrosis in connective tissue disease related interstitial lung disease.,,"BACKGROUND: Progressive pulmonary fibrosis (PPF) is possible among patients with connective tissue disease (CTD) related interstitial lung disease (ILD). Our aim herein was to compare the prevalence and clinical characteristics of patients with CTD-ILD, with and without PPF, according to the different diagnostic criteria currently used in practice.
METHODS: This retrospective study included patients diagnosed with CTD-ILD, with a ≥1-year follow-up of their lung function, at a single tertiary hospital in South Korea. Diagnostic criteria from two clinical trials (RELIEF and TRAIL1) and from a recently updated guideline (ATS/ERS/JRS/ALAT) were applied.
RESULTS: Of the 107 patients included, 80% tested positive for Sjogren's disease, rheumatoid arthritis, and systemic sclerosis. The prevalence of CTD-ILD with PPF for the different diagnostic criteria was as follows: RELIEF, 25.2%; TRAIL1, 20.6%; and ATS/ERS/JRS/ALAT, 38.3%. More previous history of pulmonary tuberculosis and less positivity for antinuclear antibodies were identified in the PPF group. The radiologic pattern of ILD did not differ between patients with and without PPF, with a usual interstitial pneumonia pattern identified in 34.6% of the patients. Systemic steroids and immunomodulatory agents were used in about 80% of patients with PPF and 50% without PPF, irrespective of the diagnostic criteria used. Antifibrotic therapy was used in a limited number of patients in both groups.
CONCLUSIONS: The proportion of patients with CTD-ILD and PPF was higher for the ATS/ERS/JRS/ALAT guideline criteria, without a between-group difference in clinical characteristics.","Lee, Jongmin; Kim, Kyuhwan; Jo, Yong Suk",3,,Respiratory medicine,Respir Med,2023-04-07,2023,212,,107242,10.1016/j.rmed.2023.107242,,pii:S0954-6111(23)00130-0,eng,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Retrospective Studies; Lung Diseases, Interstitial / diagnosis / epidemiology / etiology; Connective Tissue Diseases / complications / diagnosis / epidemiology; Idiopathic Pulmonary Fibrosis / complications / diagnosis / epidemiology; Scleroderma, Systemic",Connective tissue disease; Interstitial lung disease; Progressive lung fibrosis,England,MEDLINE,True,False,True,False,True,True,False,high,https://pubmed.ncbi.nlm.nih.gov/37031806/
545,37007784,complete,NCBI PubMed EFetch XML,"Interstitial lung disease associated with inflammatory myositis: Autoantibodies, clinical phenotypes, and progressive fibrosis.",,"Progressive pulmonary fibrosis is generally diagnosed when interstitial lung disease progression occurs in the absence of any other cause, and a subset of patients with myositis and associated interstitial lung disease may develop progressive pulmonary fibrosis. Numerous autoantibodies (e.g., against tRNA-synthetase, MDA5, Ro52) increase the risk of this clinical feature in myositis and we speculate that serum biomarkers, sought using the most sensitive laboratory techniques available (i.e., immunoprecipitation) may predict pulmonary involvement and allow the early identification of progressive pulmonary fibrosis. We herein provide a narrative review of the literature and also present original data on pulmonary fibrosis in a cohort of patients with myositis and serum anti-Ro52 with interstitial lung disease. Our results fit into the previous evidence and support the association between anti-Ro52 and signs of pulmonary fibrosis in patients with inflammatory myositis. We believe that the combination of available and real-life data has significant clinical relevance as a paradigm of serum autoantibodies that prove useful in determining precision medicine in rare connective tissue diseases.","Ceribelli, Angela; Tonutti, Antonio; Isailovic, Natasa; De Santis, Maria; Selmi, Carlo",5,,Frontiers in medicine,Front Med (Lausanne),2023-03-16,2023,10,,1068402,10.3389/fmed.2023.1068402,PMC10061022,,eng,Journal Article,,antinuclear antibodies; antisynthetase; autoantibodies; connective tissue disease; idiopathic inflammatory myopathy; progressive pulmonary fibrosis,Switzerland,PubMed-not-MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/37007784/
546,37007765,complete,NCBI PubMed EFetch XML,Unmet needs and perspectives in rheumatoid arthritis-associated interstitial lung disease: A critical review.,,"Rheumatoid arthritis (RA) is a chronic systemic autoimmune disease characterized by synovitis as the most common clinical manifestation, and interstitial lung disease (RA-ILD) represents one of the most common and potentially severe extra-articular features. Our current understanding of the mechanisms and predictors of RA-ILD is limited despite the demonstration that an early identification of progressive fibrosing forms is crucial to provide timely treatment with antifibrotic therapies. While high resolution computed tomography is the gold standard technique for the diagnosis and follow-up of RA-ILD, it has been hypothesized that serum biomarkers (including novel and rare autoantibodies), new imaging techniques such as ultrasound of the lung, or the application of innovative radiologic algorithms may help towards predicting and detecting early forms of diseases. Further, while new treatments are becoming available for idiopathic and connective tissue disease-associated forms of lung fibrosis, the treatment of RA-ILD remains anecdotal and largely unexplored. We are convinced that a better understanding of the mechanisms connecting RA with ILD in a subgroup of patients as well as the creation of adequate diagnostic pathways will be mandatory steps for a more effective management of this clinically challenging entity.","Stainer, Anna; Tonutti, Antonio; De Santis, Maria; Amati, Francesco; Ceribelli, Angela; Bongiovanni, Gabriele; Torrisi, Chiara; Iacopino, Antonio; Mangiameli, Giuseppe; Aliberti, Stefano; Selmi, Carlo",11,,Frontiers in medicine,Front Med (Lausanne),2023-03-16,2023,10,,1129939,10.3389/fmed.2023.1129939,PMC10062456,,eng,Journal Article; Review,,biomarkers; clinical trials; immunology; interstitial lung disease; lung ultrasonography; precision medicine; progressive pulmonary fibrosis; rheumatoid arthritis,Switzerland,PubMed-not-MEDLINE,True,False,False,False,False,True,False,low,https://pubmed.ncbi.nlm.nih.gov/37007765/
547,37005289,complete,NCBI PubMed EFetch XML,Challenges in the diagnosis of idiopathic pulmonary fibrosis: the importance of a multidisciplinary approach.,,"INTRODUCTION: The diagnosis of Idiopathic pulmonary fibrosis (IPF) requires the careful exclusion of secondary causes of interstitial lung disease (ILD), and the collaboration among different specialists is considered paramount to establish a diagnosis with high diagnostic confidence. The multidisciplinary discussion (MDD) has assumed an increasing importance over the years in the different phases of the IPF diagnostic work-up.
AREAS COVERED: The role of MDD in the diagnosis and management of IPF will be described. Practical insights will be provided into how and when to perform MDD based on the available scientific evidence. Current limitations and future perspectives will be discussed.
EXPERT OPINION: In the absence of high diagnostic confidence, agreement between different specialists during MDD is recognized as a surrogate indicator of diagnostic accuracy. Often, despite a lengthy evaluation, the diagnosis remains unclassifiable in a significant percentage of patients. MDD therefore appears to be pivotal in attaining an accurate diagnosis of ILDs. The discussion among different specialists can also include other specialists, such as rheumatologists and thoracic surgeons, in addition to the core group of pulmonologists, radiologists, and pathologists. Such discussions can allow greater diagnostic accuracy and have important effects on management, pharmacologic therapies, and prognosis.","Comes, Alessia; Sgalla, Giacomo; Ielo, Simone; Magrì, Tonia; Richeldi, L",5,,Expert review of respiratory medicine,Expert Rev Respir Med,2023-04-26,2023,17,4,1-11,10.1080/17476348.2023.2199156,,,eng,Journal Article; Review,"Humans; Idiopathic Pulmonary Fibrosis / diagnosis / therapy; Lung Diseases, Interstitial / diagnosis; Prognosis; Pulmonologists",Idiopathic pulmonary fibrosis; Interstitial lung diseases; Multidisciplinary discussion; Multidisciplinary team meetings; Progressive pulmonary fibrosis,England,MEDLINE,True,False,False,False,False,False,True,low,https://pubmed.ncbi.nlm.nih.gov/37005289/
548,37005131,complete,NCBI PubMed EFetch XML,Progressive pulmonary fibrosis in systemic autoimmune diseases. A real life study.,,"INTRODUCTION: Interstitial lung diseases associated with systemic autoimmune diseases (ILD-SAD) can progress to a fibrotic form that can benefit from antifibrotic treatment. The aim of the study is to describe a cohort of patients with ILD-SAD who manifest progressive pulmonary fibrosis treated with antifibrotics.
METHODS: Single-centre retrospective observational study from a tertiary care hospital on a cohort of patients with ILD-SAD with progressive pulmonary fibrosis evaluated in a joint pulmonology and rheumatology clinic that initiated treatment with antifibrotic drugs between 01/01/2019 and 01/12/2021. Clinical characteristics were analysed. The evolution of pulmonary function test and adverse effects during treatment were described.
RESULTS: 18 patients were included. The mean age was 66.7 ± 12.7 years, with a higher frequency of females (66.7%). Systemic sclerosis (SS) was the most frequent systemic autoimmune disease (36.8%). The majority of patients were receiving systemic glucocorticoid treatment (88.9%), 72.2% of patients were receiving treatment with disease-modifying drugs, the most frequent being mycophenolate mofetil (38.9%), and 22.2% with rituximab. Functional stability was observed after the start of antifibrotic treatment. Two patients died during follow-up, one due to progression of ILD.
CONCLUSION: Our study suggests a beneficial effect of antifibrotic treatment added to immunomodulatory treatment in patients with fibrotic ILD-SAD in real life. In our cohort, patients with ILD-SAD with progressive fibrosing involvement show functional stability after starting antifibrotic treatment. Treatment tolerance was relatively good with a side effect profile similar to that described in the medical literature.","Durán Barata, Diego; Jaureguizar Oriol, Ana; Loarce Martos, Jesús; Morell Hita, Jose Luis; de la Puente Bujidos, Carlos; Rigual Bobillo, Juan",6,,Reumatologia clinica,Reumatol Clin (Engl Ed),2023-03-31,2023,19,4,211-214,10.1016/j.reumae.2023.03.003,,pii:S2173-5743(23)00030-8,eng,Observational Study; Case Reports; Journal Article,"Female; Humans; Middle Aged; Aged; Pulmonary Fibrosis / complications / drug therapy; Lung Diseases, Interstitial / etiology / complications; Fibrosis; Scleroderma, Systemic / complications; Autoimmune Diseases / complications / drug therapy",Antifibrotics; Antifibróticos; EPID fibrosante progresiva; Enfermedad autoinmune sistémica; Enfermedad intersticial difusa; Interstitial lung disease; Progressive fibrosing ILD; Systemic autoimmune disease,Spain,MEDLINE,True,False,True,False,True,True,False,high,https://pubmed.ncbi.nlm.nih.gov/37005131/
549,37003616,complete,NCBI PubMed EFetch XML,What could explain the high prevalence of progressive fibrosing interstitial lung disease in a patient registry?,,,"Moran-Mendoza, Onofre; Al-Jarallah, Ahmad; Alqahtani, Salem; Paredes, Carla",4,,The European respiratory journal,Eur Respir J,2023-04-01,2023,61,4,2300019,10.1183/13993003.00019-2023,,pii:61/4/2300019,eng,Letter; Comment,"Humans; Prevalence; Lung Diseases, Interstitial / epidemiology; Pulmonary Fibrosis / complications / epidemiology",,England,MEDLINE,False,True,False,True,False,False,False,high,https://pubmed.ncbi.nlm.nih.gov/37003616/
550,37003612,complete,NCBI PubMed EFetch XML,Design considerations and implications of findings on progressive pulmonary fibrosis from the prospective Canadian Registry for Pulmonary Fibrosis.,,,"Ryerson, Christopher J; Hambly, Nathan; Kolb, Martin",3,,The European respiratory journal,Eur Respir J,2023-04-01,2023,61,4,2300208,10.1183/13993003.00208-2023,,pii:61/4/2300208,eng,Letter; Comment,"Humans; Prevalence; Canada / epidemiology; Lung Diseases, Interstitial; Idiopathic Pulmonary Fibrosis / epidemiology; Registries",,England,MEDLINE,False,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/37003612/
551,36983755,complete,NCBI PubMed EFetch XML,Diagnosis and Pharmacologic Management of Fibrotic Interstitial Lung Disease.,,"Interstitial lung disease is an umbrella term that encompasses a spectrum of parenchymal lung pathologies affecting the gas exchanging part of the lung. While many of these disease entities are not fibrotic in nature, a number can lead to pulmonary fibrosis which may or may not progress over time. Idiopathic pulmonary fibrosis is the prototypical, progressive fibrotic interstitial lung disease, which can lead to worsening hypoxemic respiratory failure and mortality within a number of years from the time of diagnosis. The importance of an accurate and timely diagnosis of interstitial lung diseases, which is needed to inform prognosis and guide clinical management, cannot be overemphasized. Developing a consensus diagnosis requires the incorporation of a variety of factors by a multidisciplinary team, which then may or may not determine a need for tissue sampling. Clinical management can be challenging given the heterogeneity of disease behavior and the paucity of controlled trials to guide decision making. This review addresses current paradigms and recent updates in the diagnosis and pharmacologic management of these fibrotic interstitial lung diseases.","Berger, Kristin; Kaner, Robert J",2,,"Life (Basel, Switzerland)",Life (Basel),2023-02-21,2023,13,3,599,10.3390/life13030599,PMC10055741,pii:life13030599,eng,Journal Article; Review,,diagnostic techniques; drug therapy; interstitial lung disease; procedures; pulmonary fibrosis,Switzerland,PubMed-not-MEDLINE,True,False,False,True,False,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/36983755/
552,36974466,complete,NCBI PubMed EFetch XML,High prevalence of peripheral and carotid artery disease in patients with interstitial lung diseases.,,"Background: Interstitial lung diseases (ILD) are a heterogenous group of diseases, which have pulmonary fibrosis, restrictive lung disease, and decreased diffusion capacity as a common final path. Premature death frequently results not from ILD itself but from comorbidities. Peripheral artery disease (PAD) is a common comorbid disease in different chronic lung diseases. The focus of the present study is to clarify the prevalence of PAD in ILD. Patients and methods: A total of 97 patients with ILD and 30 controls were included in the study. Patients with ILD were subdivided into two groups according to the progression of pulmonary fibrosis: progressive fibrosing and non-progressive fibrosing ILD (PF-ILD and nPF-ILD, respectively). All participants underwent standard angiological and pneumological diagnostic procedures including six-minute walking test, measurement of ankle-brachial-index, and colour-coded duplex sonography. Results: We observed no relevant differences in the baseline characteristics except age. Both, PF-ILD and nPF-ILD patients, presented with a highly increased incidence of atherosclerotic lesions compared to the control group (p<0.001). PAD was present in all patients with PF-ILD and in 73% of patients with nPF-ILD. These results were confirmed by age-adjusted regression analyses. Conclusions: The present results indicate that ILD is an independent risk factor for atherosclerosis. Patients with PF-ILD are more severely affected than nPF-ILD patients with age as a confounding variable. Atherogenesis in ILD may be mediated by increased cardiovascular risk, systemic inflammation and chronic hypoxemia.","Stumpf, Max Jonathan; Fleddermann, Max Fabian; Wirtz, Marina Michaela Luise; Biener, Leonie; Weinhold, Leonie; Schahab, Nadjib; Weber, Marcel; Nickenig, Georg; Skowasch, Dirk; Schaefer, Christian Alexander; Pizarro, Carmen",11,,VASA. Zeitschrift fur Gefasskrankheiten,Vasa,2023-03-28,2023,52,3,198-205,10.1024/0301-1526/a001068,,,eng,Journal Article,"Humans; Pulmonary Fibrosis; Prevalence; Disease Progression; Lung Diseases, Interstitial / diagnosis / epidemiology / pathology; Carotid Artery Diseases / diagnostic imaging / epidemiology",IL-6; Interstitial lung disease; atherosclerosis; hypoxia; hypoxia-inducible factor; idiopathic pulmonary fibrosis; peripheral artery disease,Switzerland,MEDLINE,True,False,False,True,False,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/36974466/
553,36971920,complete,NCBI PubMed EFetch XML,Correction to: Prediction of progressive pulmonary fibrosis in patients with anti-synthetase syndrome-associated interstitial lung disease.,,,"Fu, Hongyan; Zheng, Ziyao; Zhang, Zhenping; Yang, Yanjuan; Cui, Jieda; Wang, Zhaojun; Xue, Jing; Chi, Shuhong; Cao, Mengshu; Chen, Juan",10,,Clinical rheumatology,Clin Rheumatol,2023-07,2023,42,7,1997-1998,10.1007/s10067-023-06583-y,PMC10267250,pii:10.1007/s10067-023-06583-y,eng,Published Erratum,,,Germany,PubMed-not-MEDLINE,False,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/36971920/
